word,lex,gr.pos,parts,gloss,trans_ru,freq,affix
пылъыгъэх,лъын,VERB,"['пы', 'лъы', 'гъэ', 'х']","['LOC', 'STEM', 'PST', 'PL']",заточить,266,"['prefix', 'root', 'suffix', 'suffix']"
зэнэкъокъум,нэкъокъун,VERB,"['з', 'э', 'нэкъокъу', 'м']","['REL.TMP', 'DYN', 'STEM', 'OBL']",поспорить; соревноваться,7578,"['prefix', 'prefix', 'root', 'suffix']"
къыфэхъугъ,хъун,VERB,"['къы', 'фэ', 'хъу', 'гъ']","['DIR', 'BEN', 'STEM', 'PST']",случиться; стать,212,"['prefix', 'prefix', 'root', 'suffix']"
щашӏырэ,шӏын,VERB,"['щ', 'а', 'шӏы', 'рэ']","['GENLOC', '3PL.ERG', 'STEM', 'DYN']",делать,102,"['prefix', 'prefix', 'root', 'suffix']"
къызэриӏуагъэмкӏэ,ӏон,VERB,"['къы', 'зэ', 'р', 'и', 'ӏуа', 'гъэ', 'м', 'кӏэ']","['DIR', 'REL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'OBL', 'INS']",сказать; молотить,4332,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
узыр,узын,VERB,"['узы', 'р']","['STEM', 'ABS']",болеть,668,"['root', 'suffix']"
зэкӏэлъыкӏохэм,кӏон,VERB,"['зэ', 'кӏэ', 'лъы', 'кӏо', 'хэ', 'м']","['RFL.IO', 'LOC', 'LOC', 'STEM', 'PL', 'OBL']",идти,1344,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
тизэфыщытыкӏэ,тын,VERB,"['т', 'и', 'зэ', 'фы', 'щы', 'ты', 'кӏэ']","['1PL.IO', 'LOC', 'RFL.IO', 'BEN', 'GENLOC', 'STEM', 'NMLZ.MNR']",давать,6,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
хэлъ,лъэн,VERB,"['хэ', 'лъ']","['LOC', 'STEM']",прыгать,1851,"['prefix', 'root']"
тет,тын,VERB,"['т', 'е', 'т']","['1PL.ABS', 'DAT', 'STEM']",давать,1594,"['prefix', 'prefix', 'root']"
щызэхащэгъагъэр,щэн,VERB,"['щы', 'зэ', 'х', 'а', 'щэ', 'гъа', 'гъэ', 'р']","['GENLOC', 'REC.IO', 'LOC', 'DAT', 'STEM', 'PST', 'PST', 'ABS']",вести; продавать,36,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
тетэу,тын,VERB,"['те', 'т', 'эу']","['LOC', 'STEM', 'ADV']",стоять,5788,"['prefix', 'root', 'suffix']"
щегъэжьагъэу,ежьэн,VERB,"['щ', 'е', 'гъэ', 'жьа', 'гъ', 'эу']","['GENLOC', 'DAT', 'CAUS', 'STEM', 'PST', 'ADV']",отправляться,907,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
ягугъу,егугъун,VERB,"['й', 'а', 'гугъу']","['3PL.IO', 'DAT', 'STEM']",постараться,1427,"['prefix', 'prefix', 'root']"
зыфэдэр,дэн,VERB,"['зы', 'фэ', 'дэ', 'р']","['REL.IO', 'BEN', 'STEM', 'ABS']",шить;соглашаться;позволять,1333,"['prefix', 'prefix', 'root', 'suffix']"
изэнэкъокъумэ,нэкъокъон,VERB,"['и', 'з', 'э', 'нэкъокъу', 'мэ']","['POSS', 'RFL.IO', 'DAT', 'STEM', 'OBL.PL']",поспорить; соревноваться,52,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
укъэсшӏэжьырэп,шӏэн,VERB,"['у', 'къэ', 'с', 'шӏэ', 'жьы', 'р', 'эп']","['2SG.ABS', 'DIR', '1SG.ERG', 'STEM', 'RE', 'DYN', 'NEG']",знать,18,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
сшӏоигъу,ин,VERB,"['с', 'шӏо', 'и', 'гъу']","['1SG.IO', 'MAL', 'STEM', 'NMLZ.TIME']",мазать; побелить,1792,"['prefix', 'prefix', 'root', 'suffix']"
щишӏэнэу,шӏэн,VERB,"['щ', 'и', 'шӏэ', 'н', 'эу']","['GENLOC', '3SG.ERG', 'STEM', 'MOD', 'ADV']",знать,219,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
сыкъызэрэкӏожьыгъэр,кӏон,VERB,"['сы', 'къы', 'зэрэ', 'кӏо', 'жьы', 'гъэ', 'р']","['1SG.ABS', 'DIR', 'REL.SUB', 'STEM', 'RE', 'PST', 'ABS']",идти,5,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
изэгъэшӏэн,шӏэн,VERB,"['и', 'з', 'э', 'гъэ', 'шӏэ', 'н']","['LOC', 'RFL.IO', 'DAT', 'CAUS', 'STEM', 'MOD']",делать; заниматься,2168,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэкӏэри,кӏэн,VERB,"['з', 'э', 'кӏэ', 'ри']","['RFL.ABS', 'DYN', 'STEM', 'ADD']",выходить,1953,"['prefix', 'prefix', 'root', 'suffix']"
ифагъэхэпышъ,хын,VERB,"['и', 'ф', 'а', 'гъэ', 'х', 'эпы', 'шъ']","['LOC', 'BEN', '3PL.ERG', 'CAUS', 'STEM', 'NEG', 'CS2']",жать; косить,2,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэрыкӏорэм,кӏон,VERB,"['зэ', 'ры', 'кӏо', 'рэ', 'м']","['REC.IO', 'TRANS', 'STEM', 'DYN', 'OBL']",идти,13,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зыфиӏорэ,ӏон,VERB,"['зы', 'ф', 'и', 'ӏо', 'рэ']","['REL.IO', 'BEN', '3SG.ERG', 'STEM', 'DYN']",сказать; молотить,4840,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэхъокӏыхэу,хъон,VERB,"['з', 'э', 'хъо', 'кӏы', 'х', 'эу']","['RFL.IO', 'DAT', 'STEM', 'EL', 'PL', 'ADV']",случиться; стать,8,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
уяти,етын,VERB,"['у', 'й', 'а', 'т', 'и']","['2SG.ABS', '3PL.IO', 'DAT', 'STEM', 'ADD']",дать; вручить,45,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
ежьхэм,ежьэн,VERB,"['е', 'жь', 'хэ', 'м']","['DAT', 'STEM', 'PL', 'OBL']",отправляться,1436,"['prefix', 'root', 'suffix', 'suffix']"
иӏэпыӏэгъу,ӏэн,VERB,"['и', 'ӏэпы', 'ӏэ', 'гъу']","['POSS', 'LOC', 'STEM', 'NMLZ.TIME']",быть,257,"['prefix', 'prefix', 'root', 'suffix']"
илъызэпытынэу,тын,VERB,"['и', 'лъы', 'зэ', 'пы', 'ты', 'н', 'эу']","['LOC', 'LOC', 'RFL.IO', 'LOC', 'STEM', 'MOD', 'ADV']",давать,2,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
яӏэным,ӏэн,VERB,"['й', 'а', 'ӏэ', 'ны', 'м']","['3PL.IO', 'DAT', 'STEM', 'MOD', 'OBL']",быть,234,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
щызэхищэгъэгъэ,щэн,VERB,"['щы', 'зэ', 'х', 'и', 'щэ', 'гъэ', 'гъэ']","['GENLOC', 'RFL.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'PST']",вести; продавать,39,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэригъэгугъагъэхэу,гугъэн,VERB,"['зэр', 'и', 'гъэ', 'гугъа', 'гъэ', 'х', 'эу']","['REL.SUB', '3SG.ERG', 'CAUS', 'STEM', 'PST', 'PL', 'ADV']",считать; надеяться; намереваться,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
фэлэжьагъ,лэжьэн,VERB,"['фэ', 'лэжьа', 'гъ']","['BEN', 'STEM', 'PST']",работать; изнашивать,124,"['prefix', 'root', 'suffix']"
икъыхэхын,хын,VERB,"['и', 'къы', 'х', 'э', 'хы', 'н']","['POSS', 'DIR', 'LOC', 'DYN', 'STEM', 'MOD']",уносить,420,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
тырикъузагъ,къузэн,VERB,"['тыр', 'и', 'къуза', 'гъ']","['LOC', 'LOC', 'STEM', 'PST']","сдавить;стиснуть, связать",2,"['prefix', 'prefix', 'root', 'suffix']"
къызэрэщыхахыгъэр,хын,VERB,"['къы', 'зэрэ', 'щы', 'х', 'а', 'хы', 'гъэ', 'р']","['DIR', 'REL.SUB', 'GENLOC', 'LOC', '3PL.ERG', 'STEM', 'PST', 'ABS']",жать; косить,6,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
яӏэ,еӏэн,VERB,"['й', 'а', 'ӏэ']","['3PL.IO', 'DAT', 'STEM']",трогать,1018,"['prefix', 'prefix', 'root']"
зыщызэрагъашӏэрэр,ешӏэн,VERB,"['зы', 'щы', 'зэ', 'р', 'а', 'гъа', 'шӏэ', 'рэ', 'р']","['REL.TMP', 'GENLOC', 'REL.IO', 'DAT', '3PL.ERG', 'CAUS', 'STEM', 'DYN', 'ABS']",играть,20,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
псэупӏэу,псэун,VERB,"['псэу', 'пӏ', 'эу']","['STEM', 'NMLZ.LOC', 'ADV']",жить,730,"['root', 'suffix', 'suffix']"
къыхахыгъэ,хын,VERB,"['къы', 'х', 'а', 'хы', 'гъэ']","['DIR', 'LOC', '3PL.ERG', 'STEM', 'PST']",жать; косить,584,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зиӏэ,ӏэн,VERB,"['з', 'и', 'ӏэ']","['REL.IO', 'LOC', 'STEM']",быть,8104,"['prefix', 'prefix', 'root']"
зышӏэхэрэм,шӏэн,VERB,"['зы', 'шӏэ', 'хэ', 'рэ', 'м']","['REL.ERG', 'STEM', 'PL', 'DYN', 'OBL']",знать,387,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
къикӏыжьын,кӏын,VERB,"['къ', 'и', 'кӏы', 'жьы', 'н']","['DIR', 'LOC', 'STEM', 'RE', 'MOD']",расти; взойти,40,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
щыӏэныгъэм,ӏэн,VERB,"['щы', 'ӏэ', 'ны', 'гъэ', 'м']","['GENLOC', 'STEM', 'MOD', 'NMLZ.ABSTR', 'OBL']",быть,4888,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
къызэрыкӏохэм,кӏон,VERB,"['къы', 'зэ', 'ры', 'кӏо', 'хэ', 'м']","['DIR', 'RFL.IO', 'TRANS', 'STEM', 'PL', 'OBL']",идти,944,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
пэублэ,блэн,VERB,"['пэ', 'у', 'блэ']","['LOC', '2SG.ERG', 'STEM']",нанизывать; плести,867,"['prefix', 'prefix', 'root']"
илъэс,лъэсэн,VERB,"['и', 'лъэс']","['LOC', 'STEM']",мыть,41848,"['prefix', 'root']"
къяуалӏэхэрэр,еон,VERB,"['къ', 'й', 'а', 'уа', 'лӏэ', 'хэ', 'рэ', 'р']","['DIR', '3PL.IO', 'DAT', 'STEM', 'CONT', 'PL', 'DYN', 'ABS']",бить,12,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
ӏыгъыпӏэ,ӏыгъын,VERB,"['ӏыгъы', 'пӏэ']","['STEM', 'NMLZ.LOC']",держать,276,"['root', 'suffix']"
зэфэзышӏыгъэхэм,шӏын,VERB,"['зэ', 'фэ', 'зы', 'шӏы', 'гъэ', 'хэ', 'м']","['REC.IO', 'BEN', 'REL.ERG', 'STEM', 'PST', 'PL', 'OBL']",делать,12,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
къызэреблэгъэщтхэм,блэн,VERB,"['къы', 'зэр', 'й', 'э', 'блэ', 'гъэ', 'щт', 'хэ', 'м']","['DIR', 'REL.SUB', 'DAT', 'DYN', 'STEM', 'PST', 'AUX', 'PL', 'OBL']",гореть,5,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
изэнэкъокъоу,нэкъокъон,VERB,"['и', 'з', 'э', 'нэкъокъо', 'у']","['POSS', 'REL.TMP', 'DYN', 'STEM', 'ADV']",поспорить; соревноваться,193,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
хэт,тын,VERB,"['х', 'э', 'т']","['LOC', 'DYN', 'STEM']",стоять,3722,"['prefix', 'prefix', 'root']"
ятӏуалӏи,ӏон,VERB,"['й', 'а', 'т', 'ӏуа', 'лӏ', 'и']","['3PL.IO', 'DAT', '1PL.ERG', 'STEM', 'CONT', 'ADD']",сказать; молотить,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
ешӏэ,шӏэн,VERB,"['й', 'э', 'шӏэ']","['3SG.ERG', 'DYN', 'STEM']",делать; заниматься,1561,"['prefix', 'prefix', 'root']"
зыкӏи,кӏын,VERB,"['зы', 'кӏ', 'и']","['RFL.ABS', 'STEM', 'ADD']",расти; взойти,816,"['prefix', 'root', 'suffix']"
еӏо,ӏон,VERB,"['е', 'ӏо']","['DAT', 'STEM']",сказать; молотить,4207,"['prefix', 'root']"
яӏэр,еӏэн,VERB,"['й', 'а', 'ӏэ', 'р']","['3PL.IO', 'DAT', 'STEM', 'ABS']",трогать,1531,"['prefix', 'prefix', 'root', 'suffix']"
зыдызэрихьагъэм,хьэн,VERB,"['зы', 'ды', 'зэ', 'р', 'и', 'хьа', 'гъэ', 'м']","['REL.TMP', 'COM', 'REL.IO', 'DAT', '3SG.ERG', 'STEM', 'PST', 'OBL']",входить,6,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
хэлъ,лъын,VERB,"['х', 'э', 'лъ']","['LOC', 'DYN', 'STEM']",лежать,1851,"['prefix', 'prefix', 'root']"
къырагъэблэгъагъэх,блэн,VERB,"['къы', 'р', 'а', 'гъэ', 'блэ', 'гъа', 'гъэ', 'х']","['DIR', 'TRANS', '3PL.ERG', 'CAUS', 'STEM', 'PST', 'PST', 'PL']",нанизывать; плести,413,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зыщыпсэухэрэм,псэун,VERB,"['зы', 'щы', 'псэу', 'хэ', 'рэ', 'м']","['REL.TMP', 'GENLOC', 'STEM', 'PL', 'DYN', 'OBL']",жить,136,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
къэгъэлъэгъон,лъэгъон,VERB,"['къэ', 'гъэ', 'лъэгъо', 'н']","['DIR', 'CAUS', 'STEM', 'MOD']",появиться,1190,"['prefix', 'prefix', 'root', 'suffix']"
ехъу,хъэн,VERB,"['й', 'э', 'хъ', 'у']","['3SG.ERG', 'DYN', 'STEM', 'ADV']",вязать,4435,"['prefix', 'prefix', 'root', 'suffix']"
фэдэу,дэн,VERB,"['фэ', 'дэ', 'у']","['BEN', 'STEM', 'ADV']",шить;соглашаться;позволять,18628,"['prefix', 'root', 'suffix']"
узыхахьэхэрэм,хьэн,VERB,"['у', 'зы', 'ха', 'хьэ', 'хэ', 'рэ', 'м']","['2SG.ABS', 'REL.IO', 'LOC', 'STEM', 'PL', 'DYN', 'OBL']",входить,1,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
зафигъэзэн,гъэзэн,VERB,"['з', 'а', 'ф', 'и', 'гъэзэ', 'н']","['RFL.ABS', '3PL.IO', 'BEN', '3SG.ERG', 'STEM', 'MOD']",повернуть,10,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
къызэтыригъэуцуи,уцон,VERB,"['къы', 'зэ', 'тыр', 'и', 'гъэ', 'уцу', 'и']","['DIR', 'RFL.IO', 'LOC', '3SG.ERG', 'CAUS', 'STEM', 'ADD']",уставать,10,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
хэтыгъ,тын,VERB,"['хэ', 'ты', 'гъ']","['LOC', 'STEM', 'PST']",давать,768,"['prefix', 'root', 'suffix']"
игъом,ин,VERB,"['и', 'гъо', 'м']","['STEM', 'NMLZ.TIME', 'OBL']",мазать; побелить,2252,"['root', 'suffix', 'suffix']"
зэхэпхыщтыри,хын,VERB,"['зэ', 'хэ', 'п', 'хы', 'щты', 'р', 'и']","['REC.IO', 'LOC', '2SG.ERG', 'STEM', 'FUT', 'ABS', 'ADD']",уносить,6,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
регъэблагъэх,блэгъэн,VERB,"['р', 'й', 'э', 'гъэ', 'благъэ', 'х']","['LOC', '3SG.ERG', 'DYN', 'CAUS', 'STEM', 'PL']",близиться,49,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
ащыщых,щын,VERB,"['а', 'щы', 'щы', 'х']","['3PL.IO', 'GENLOC', 'STEM', 'PL']",доить,2605,"['prefix', 'prefix', 'root', 'suffix']"
тыдэкӏи,дэн,VERB,"['ты', 'дэ', 'кӏ', 'и']","['1PL.ABS', 'STEM', 'EL', 'ADD']",шить;соглашаться;позволять,482,"['prefix', 'root', 'suffix', 'suffix']"
теплъэу,еплъын,VERB,"['т', 'й', 'э', 'плъ', 'эу']","['1PL.ABS', 'DAT', 'DYN', 'STEM', 'ADV']",взглянуть; отведать; высмотреть,87,"['prefix', 'prefix', 'prefix', 'root', 'suffix']"
зэхихыгъэр,хын,VERB,"['зэ', 'х', 'и', 'хы', 'гъэ', 'р']","['REC.IO', 'LOC', '3SG.ERG', 'STEM', 'PST', 'ABS']",уносить,2233,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
щызэхащэгъагъэхэм,щэн,VERB,"['щы', 'зэ', 'х', 'а', 'щэ', 'гъа', 'гъэ', 'хэ', 'м']","['GENLOC', 'REC.IO', 'LOC', '3PL.ERG', 'STEM', 'PST', 'PST', 'PL', 'OBL']",вести; продавать,20,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
ашӏэрэр,шӏэн,VERB,"['а', 'шӏэ', 'рэ', 'р']","['3PL.ERG', 'STEM', 'DYN', 'ABS']",знать,257,"['prefix', 'root', 'suffix', 'suffix']"
пылъых,хын,VERB,"['пы', 'лъы', 'х']","['LOC', 'LOC', 'STEM']",уносить,609,"['prefix', 'prefix', 'root']"
зыдихьыжьыщтыгъэ,хьын,VERB,"['зы', 'д', 'и', 'хьы', 'жьы', 'щты', 'гъэ']","['RFL.ABS', 'COM', '3SG.ERG', 'STEM', 'RE', 'AUX', 'PST']",нести,2,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
ехъур,хъун,VERB,"['е', 'хъу', 'р']","['DAT', 'STEM', 'ABS']",случиться; стать,220,"['prefix', 'root', 'suffix']"
ищыкӏэгъэ,кӏэн,VERB,"['и', 'щы', 'кӏэ', 'гъэ']","['LOC', 'GENLOC', 'STEM', 'PST']",выходить,4584,"['prefix', 'prefix', 'root', 'suffix']"
къызщежьэгъэ,ежьэн,VERB,"['къы', 'з', 'щ', 'е', 'жьэ', 'гъэ']","['DIR', 'REL.IO', 'GENLOC', 'DAT', 'STEM', 'PST']",отправляться,8,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зищыкӏагъэхэр,кӏэн,VERB,"['з', 'и', 'щы', 'кӏа', 'гъэ', 'хэ', 'р']","['REL.TMP', 'LOC', 'GENLOC', 'STEM', 'PST', 'PL', 'ABS']",выходить,216,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
къыхехы,хын,VERB,"['къы', 'х', 'й', 'э', 'хы']","['DIR', 'LOC', '3SG.ERG', 'DYN', 'STEM']",уносить,336,"['prefix', 'prefix', 'prefix', 'prefix', 'root']"
шӏоигъу,ин,VERB,"['шӏо', 'и', 'гъу']","['MAL', 'STEM', 'NMLZ.TIME']",мазать; побелить,415,"['prefix', 'root', 'suffix']"
умылъытэн,лъытэн,VERB,"['у', 'мы', 'лъытэ', 'н']","['2SG.ERG', 'NEG', 'STEM', 'MOD']",считать; уважать,3,"['prefix', 'prefix', 'root', 'suffix']"
къыпфысагъэхьыжьыгъ,хьын,VERB,"['къы', 'п', 'фы', 'с', 'а', 'гъэ', 'хьы', 'жьы', 'гъ']","['DIR', '2SG.IO', 'BEN', '1SG.IO', '3PL.ERG', 'CAUS', 'STEM', 'RE', 'PST']",нести,5,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэригъэшӏагъ,шӏэн,VERB,"['зэ', 'р', 'и', 'гъэ', 'шӏа', 'гъ']","['REC.IO', 'LOC', '3SG.ERG', 'CAUS', 'STEM', 'PST']",делать; заниматься,492,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
щыпсэурэ,псэун,VERB,"['щы', 'псэу', 'рэ']","['GENLOC', 'STEM', 'DYN']",жить,4097,"['prefix', 'root', 'suffix']"
зэкӏэ,кӏэн,VERB,"['з', 'э', 'кӏэ']","['RFL.ABS', 'DYN', 'STEM']",выходить,9709,"['prefix', 'prefix', 'root']"
ахэтыным,тын,VERB,"['а', 'хэ', 'ты', 'ны', 'м']","['3PL.IO', 'LOC', 'STEM', 'MOD', 'OBL']",стоять,5,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
зыщагъэпытэрэ,пытэн,VERB,"['зы', 'щ', 'а', 'гъэ', 'пытэ', 'рэ']","['REL.TMP', 'GENLOC', '3PL.ERG', 'CAUS', 'STEM', 'DYN']",укрепиться; твердеть,94,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix']"
зыщыхъугъэ,хъун,VERB,"['зы', 'щы', 'хъу', 'гъэ']","['REL.IO', 'GENLOC', 'STEM', 'PST']",случиться; стать,166,"['prefix', 'prefix', 'root', 'suffix']"
зэхэсэхы,хын,VERB,"['зэ', 'хэ', 'с', 'э', 'хы']","['RFL.IO', 'LOC', '1SG.ERG', 'DYN', 'STEM']",уносить,750,"['prefix', 'prefix', 'prefix', 'prefix', 'root']"
пачъыхьэр,чъын,VERB,"['п', 'а', 'чъы', 'хьэ', 'р']","['LOC', '3PL.ERG', 'STEM', 'ILL', 'ABS']",бежать; бегать; лететь; литься; пролиться; перекатиться,404,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
заом,зэон,VERB,"['зао', 'м']","['STEM', 'OBL']",воевать,4477,"['root', 'suffix']"
хэгъэхъоныгъэмкӏэ,хъон,VERB,"['хэ', 'гъэ', 'хъо', 'ны', 'гъэ', 'м', 'кӏэ']","['LOC', 'CAUS', 'STEM', 'MOD', 'NMLZ.ABSTR', 'OBL', 'INS']",случиться; стать,2,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
зэуапӏэм,еон,VERB,"['з', 'э', 'уа', 'пӏэ', 'м']","['RFL.IO', 'DAT', 'STEM', 'NMLZ.LOC', 'OBL']",бить,334,"['prefix', 'prefix', 'root', 'suffix', 'suffix']"
и,ин,VERB,['и'],['STEM'],мазать; побелить,75556,['root']
ащызэхащэнхэу,щэн,VERB,"['а', 'щы', 'зэ', 'х', 'а', 'щэ', 'н', 'х', 'эу']","['3PL.IO', 'GENLOC', 'RFL.IO', 'LOC', 'DAT', 'STEM', 'MOD', 'PL', 'ADV']",вести; продавать,54,"['prefix', 'prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
иӏэр,ӏэн,VERB,"['и', 'ӏэ', 'р']","['POSS', 'STEM', 'ABS']",быть,2710,"['prefix', 'root', 'suffix']"
къагъотынхэм,гъотын,VERB,"['къ', 'а', 'гъоты', 'н', 'хэ', 'м']","['DIR', '3PL.ERG', 'STEM', 'MOD', 'PL', 'OBL']",находить,20,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
елъэкӏы,лъэн,VERB,"['й', 'э', 'лъэ', 'кӏы']","['DAT', 'DYN', 'STEM', 'EL']",прыгать,312,"['prefix', 'prefix', 'root', 'suffix']"
еджэн,еджэн,VERB,"['й', 'э', 'джэ', 'н']","['DAT', 'DYN', 'STEM', 'MOD']",читать; учиться; звать,160,"['prefix', 'prefix', 'root', 'suffix']"
ышыхэри,шын,VERB,"['ы', 'шы', 'хэ', 'р', 'и']","['3SG.ERG', 'STEM', 'PL', 'ABS', 'ADD']",мерить; вымерить,7,"['prefix', 'root', 'suffix', 'suffix', 'suffix']"
зэрэратырэр,етын,VERB,"['зэрэ', 'р', 'а', 'ты', 'рэ', 'р']","['REL.SUB', 'DAT', '3PL.ERG', 'STEM', 'DYN', 'ABS']",дать; вручить,67,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэшӏопхынэу,хын,VERB,"['зэ', 'шӏо', 'п', 'хы', 'н', 'эу']","['REC.IO', 'MAL', '2SG.ERG', 'STEM', 'MOD', 'ADV']",уносить,20,"['prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
хъугъэ,хъун,VERB,"['хъу', 'гъэ']","['STEM', 'PST']",случиться; стать,11050,"['root', 'suffix']"
хэукъоныгъэхэр,укъон,VERB,"['хэ', 'укъо', 'ны', 'гъэ', 'хэ', 'р']","['LOC', 'STEM', 'MOD', 'NMLZ.ABSTR', 'PL', 'ABS']",нарушить; поломать;разменять,297,"['prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
сыкъэхъужьынэу,хъон,VERB,"['сы', 'къэ', 'хъу', 'жьы', 'н', 'эу']","['1SG.ABS', 'DIR', 'STEM', 'RE', 'MOD', 'ADV']",случиться; стать,6,"['prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix']"
епхыгъэу,пхын,VERB,"['е', 'пхы', 'гъ', 'эу']","['DAT', 'STEM', 'PST', 'ADV']",связать,1715,"['prefix', 'root', 'suffix', 'suffix']"
зэнэкъокъумэ,нэкъокъон,VERB,"['з', 'э', 'нэкъокъу', 'мэ']","['RFL.ABS', 'DYN', 'STEM', 'COND']",поспорить; соревноваться,360,"['prefix', 'prefix', 'root', 'suffix']"
уцугъом,уцун,VERB,"['уцу', 'гъо', 'м']","['STEM', 'NMLZ.TIME', 'OBL']",встать; успокоиться; улечься; замереть; затихнуть,86,"['root', 'suffix', 'suffix']"
зэхэзымыхыгъэрэ,хын,VERB,"['зэ', 'хэ', 'зы', 'мы', 'хы', 'гъэ', 'рэ']","['REC.IO', 'LOC', 'REL.ERG', 'NEG', 'STEM', 'PST', 'DYN']",уносить,12,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix']"
зэригъашӏэхэрэми,шӏэн,VERB,"['зэ', 'р', 'и', 'гъа', 'шӏэ', 'хэ', 'рэ', 'м', 'и']","['REL.IO', 'LOC', '3SG.ERG', 'CAUS', 'STEM', 'PL', 'DYN', 'COND', 'ADD']",знать,8,"['prefix', 'prefix', 'prefix', 'prefix', 'root', 'suffix', 'suffix', 'suffix', 'suffix']"
пхэкӏыкӏэ,пхэн,VERB,"['пхэ', 'кӏы', 'кӏэ']","['STEM', 'EL', 'INS']",связать,2,"['root', 'suffix', 'suffix']"
